Reference,Full Reference,Experiment Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allard et al. 2004,"Allard V, Newton PCD, Lieffering M, Soussana J-F, Grieu P, Matthew C (2004) Elevated CO2 effects on decomposition processes in a grazed grassland. Global Change Biology, 10, 1553–1564.",New Zealand FACE_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allard et al., 2005","Allard V, Newton PCD, Lieffering M, Soussana JF, Carran RA, Matthew C (2005) Increased Quantity and Quality of Coarse Soil Organic Matter Fraction at Elevated Co2 in a Grazed Grassland Are a Consequence of Enhanced Root Growth Rate and Turnover. Plant and Soil, 276, 49–60.",New Zealand FACE_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allard et al., 2005","Allard V, Newton PCD, Lieffering M, Soussana JF, Carran RA, Matthew C (2005) Increased quantity and quality of coarse soil organic matter fraction at elevated co2 in a grazed grassland are a consequence of enhanced root growth rate and turnover. Plant and",New Zealand FACE_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allen & Vu, 2009","Allen LH, Vu JCV (2009) Carbon dioxide and high temperature effects on growth of young orange trees in a humid, subtropical environment. Agricultural and Forest Meteorology, 149, 820-830.",Gainesville2_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allen et al., 2006","Allen LH, Albrecht SL, Boote KJ, Thomas JMG, Newman YC, Skirvin KW (2006) Soil organic carbon and nitrogen accumulation in plots of rhizoma perennial peanut and bahiagrass grown in elevated carbon dioxide and temperature. Journal of Environmental Quality,",Gainesville_ag_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allen et al., 2006","Allen LH, Albrecht SL, Boote KJ, Thomas JMG, Newman YC, Skirvin KW (2006) Soil organic carbon and nitrogen accumulation in plots of rhizoma perennial peanut and bahiagrass grown in elevated carbon dioxide and temperature. Journal of Environmental Quality,",Gainesville_pn_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson et al. 2011,"Anderson T-H, Heinemeyer O, Weigel H-J (2011) Changes in the fungal-to-bacterial respiratory ratio and microbial biomass in agriculturally managed soils under free-air CO2 enrichment (FACE) – A six-year survey of a field study. Soil Biology and Biochemistry, 43, 895–904.",Braunschweig FACE_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson et al. 2011,"Anderson T-H, Heinemeyer O, Weigel H-J (2011) Changes in the fungal-to-bacterial respiratory ratio and microbial biomass in agriculturally managed soils under free-air CO2 enrichment (FACE) – A six-year survey of a field study. Soil Biology and Biochemistry, 43, 895–904.",Braunschweig FACE_cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson et al. 2011,"Anderson T-H, Heinemeyer O, Weigel H-J (2011) Changes in the fungal-to-bacterial respiratory ratio and microbial biomass in agriculturally managed soils under free-air CO2 enrichment (FACE) – A six-year survey of a field study. Soil Biology and Biochemistry, 43, 895–904.",Braunschweig FACE_f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson et al. 2011,"Anderson T-H, Heinemeyer O, Weigel H-J (2011) Changes in the fungal-to-bacterial respiratory ratio and microbial biomass in agriculturally managed soils under free-air CO2 enrichment (FACE) – A six-year survey of a field study. Soil Biology and Biochemistry, 43, 895–904.",Braunschweig FACE12_wc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson et al. 2011,"Anderson T-H, Heinemeyer O, Weigel H-J (2011) Changes in the fungal-to-bacterial respiratory ratio and microbial biomass in agriculturally managed soils under free-air CO2 enrichment (FACE) – A six-year survey of a field study. Soil Biology and Biochemistry, 43, 895–904.",Braunschweig FACE12_wcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson et al. 2011,"Anderson T-H, Heinemeyer O, Weigel H-J (2011) Changes in the fungal-to-bacterial respiratory ratio and microbial biomass in agriculturally managed soils under free-air CO2 enrichment (FACE) – A six-year survey of a field study. Soil Biology and Biochemistry, 43, 895–904.",Braunschweig FACE12_wf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson et al. 2011,"Anderson T-H, Heinemeyer O, Weigel H-J (2011) Changes in the fungal-to-bacterial respiratory ratio and microbial biomass in agriculturally managed soils under free-air CO2 enrichment (FACE) – A six-year survey of a field study. Soil Biology and Biochemistry, 43, 895–904.",Braunschweig FACE23_bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson et al. 2011,"Anderson T-H, Heinemeyer O, Weigel H-J (2011) Changes in the fungal-to-bacterial respiratory ratio and microbial biomass in agriculturally managed soils under free-air CO2 enrichment (FACE) – A six-year survey of a field study. Soil Biology and Biochemistry, 43, 895–904.",Braunschweig FACE23_bcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson et al. 2011,"Anderson T-H, Heinemeyer O, Weigel H-J (2011) Changes in the fungal-to-bacterial respiratory ratio and microbial biomass in agriculturally managed soils under free-air CO2 enrichment (FACE) – A six-year survey of a field study. Soil Biology and Biochemistry, 43, 895–904.",Braunschweig FACE23_bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson et al. 2011,"Anderson T-H, Heinemeyer O, Weigel H-J (2011) Changes in the fungal-to-bacterial respiratory ratio and microbial biomass in agriculturally managed soils under free-air CO2 enrichment (FACE) – A six-year survey of a field study. Soil Biology and Biochemistry, 43, 895–904.",Braunschweig FACE4_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson et al. 2011,"Anderson T-H, Heinemeyer O, Weigel H-J (2011) Changes in the fungal-to-bacterial respiratory ratio and microbial biomass in agriculturally managed soils under free-air CO2 enrichment (FACE) – A six-year survey of a field study. Soil Biology and Biochemistry, 43, 895–904.",Braunschweig FACE4_cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson et al. 2011,"Anderson T-H, Heinemeyer O, Weigel H-J (2011) Changes in the fungal-to-bacterial respiratory ratio and microbial biomass in agriculturally managed soils under free-air CO2 enrichment (FACE) – A six-year survey of a field study. Soil Biology and Biochemistry, 43, 895–904.",Braunschweig FACE4_f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson et al. 2011,"Anderson T-H, Heinemeyer O, Weigel H-J (2011) Changes in the fungal-to-bacterial respiratory ratio and microbial biomass in agriculturally managed soils under free-air CO2 enrichment (FACE) – A six-year survey of a field study. Soil Biology and Biochemistry, 43, 895–904.",Braunschweig FACE45_wc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson et al. 2011,"Anderson T-H, Heinemeyer O, Weigel H-J (2011) Changes in the fungal-to-bacterial respiratory ratio and microbial biomass in agriculturally managed soils under free-air CO2 enrichment (FACE) – A six-year survey of a field study. Soil Biology and Biochemistry, 43, 895–904.",Braunschweig FACE45_wcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson et al. 2011,"Anderson T-H, Heinemeyer O, Weigel H-J (2011) Changes in the fungal-to-bacterial respiratory ratio and microbial biomass in agriculturally managed soils under free-air CO2 enrichment (FACE) – A six-year survey of a field study. Soil Biology and Biochemistry, 43, 895–904.",Braunschweig FACE45_wf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson et al. 2011,"Anderson T-H, Heinemeyer O, Weigel H-J (2011) Changes in the fungal-to-bacterial respiratory ratio and microbial biomass in agriculturally managed soils under free-air CO2 enrichment (FACE) – A six-year survey of a field study. Soil Biology and Biochemistry, 43, 895–904.",Braunschweig FACE90_bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson et al. 2011,"Anderson T-H, Heinemeyer O, Weigel H-J (2011) Changes in the fungal-to-bacterial respiratory ratio and microbial biomass in agriculturally managed soils under free-air CO2 enrichment (FACE) – A six-year survey of a field study. Soil Biology and Biochemistry, 43, 895–904.",Braunschweig FACE90_bcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson et al. 2011,"Anderson T-H, Heinemeyer O, Weigel H-J (2011) Changes in the fungal-to-bacterial respiratory ratio and microbial biomass in agriculturally managed soils under free-air CO2 enrichment (FACE) – A six-year survey of a field study. Soil Biology and Biochemistry, 43, 895–904.",Braunschweig FACE90_bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andresen et al 2009,"Andresen LC, Michelsen A, Jonasson S, Beier C, Ambus P (2009) Glycine uptake in heath plants and soil microbes responds to elevated temperature, CO2 and drought. Acta Oecologica, 35, 786–796.",Brandbjerg_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andresen et al 2009,"Andresen LC, Michelsen A, Jonasson S, Beier C, Ambus P (2009) Glycine uptake in heath plants and soil microbes responds to elevated temperature, CO2 and drought. Acta Oecologica, 35, 786–796.",Brandbjerg_cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andresen et al 2009,"Andresen LC, Michelsen A, Jonasson S, Beier C, Ambus P (2009) Glycine uptake in heath plants and soil microbes responds to elevated temperature, CO2 and drought. Acta Oecologica, 35, 786–796.",Brandbjerg_cw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andresen et al 2009,"Andresen LC, Michelsen A, Jonasson S, Beier C, Ambus P (2009) Glycine uptake in heath plants and soil microbes responds to elevated temperature, CO2 and drought. Acta Oecologica, 35, 786–796.",Brandbjerg_cwd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andresen et al 2009,"Andresen LC, Michelsen A, Jonasson S, Beier C, Ambus P (2009) Glycine uptake in heath plants and soil microbes responds to elevated temperature, CO2 and drought. Acta Oecologica, 35, 786–796.",Brandbjerg_d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andresen et al 2009,"Andresen LC, Michelsen A, Jonasson S, Beier C, Ambus P (2009) Glycine uptake in heath plants and soil microbes responds to elevated temperature, CO2 and drought. Acta Oecologica, 35, 786–796.",Brandbjerg_w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andresen et al 2009,"Andresen LC, Michelsen A, Jonasson S, Beier C, Ambus P (2009) Glycine uptake in heath plants and soil microbes responds to elevated temperature, CO2 and drought. Acta Oecologica, 35, 786–796.",Brandbjerg_wd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andresen et al 2010,"Andresen LC, Michelsen A, Ambus P, Beier C (2010) Belowground heathland responses after 2 years of combined warming, elevated CO2 and summer drought. Biogeochemistry, 101, 27–42.",Brandbjerg_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andresen et al 2010,"Andresen LC, Michelsen A, Ambus P, Beier C (2010) Belowground heathland responses after 2 years of combined warming, elevated CO2 and summer drought. Biogeochemistry, 101, 27–42.",Brandbjerg_cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andresen et al 2010,"Andresen LC, Michelsen A, Ambus P, Beier C (2010) Belowground heathland responses after 2 years of combined warming, elevated CO2 and summer drought. Biogeochemistry, 101, 27–42.",Brandbjerg_cw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andresen et al 2010,"Andresen LC, Michelsen A, Ambus P, Beier C (2010) Belowground heathland responses after 2 years of combined warming, elevated CO2 and summer drought. Biogeochemistry, 101, 27–42.",Brandbjerg_cwd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
